,M
8603,764
8604,721
8605,240
8606,26
8607,63
8608,285
8609,484
8610,349
8611,-62
8612,-247
8613,-835
8614,-1071
8615,-1415
8616,-1414
8617,-1022
8618,7
8619,834
8620,874
8621,930
8622,641
8623,318
8624,222
8625,341
8626,416
8627,358
8628,399
8629,321
8630,74
8631,-350
8632,-607
8633,-703
8634,-1027
8635,-1283
8636,-1113
8637,-488
8638,44
8639,241
8640,303
8641,220
8642,-395
8643,-465
8644,-10
8645,311
8646,507
8647,745
8648,689
8649,788
8650,1111
8651,1075
8652,992
8653,317
8654,-658
8655,-1309
8656,-1504
8657,-1281
8658,-747
8659,-478
8660,-170
8661,-417
8662,-481
8663,-183
8664,-199
8665,296
8666,887
8667,1276
8668,1442
8669,1528
8670,1316
8671,828
8672,35
8673,-429
8674,-496
8675,-371
8676,-160
8677,-182
8678,-383
8679,-729
8680,-863
8681,-984
8682,-916
8683,-614
8684,-425
8685,-571
8686,-554
8687,-448
8688,-240
8689,336
8690,744
8691,1467
8692,1519
8693,1303
8694,891
8695,-21
8696,-500
8697,-239
8698,466
8699,696
8700,244
8701,-305
8702,-1095
8703,-1865
8704,-2098
8705,-1467
8706,-783
8707,-281
8708,229
8709,434
8710,438
8711,626
8712,682
8713,556
8714,688
8715,1007
8716,1083
8717,913
8718,620
8719,121
8720,-335
8721,-575
8722,-649
8723,-660
8724,-1185
8725,-1369
8726,-1330
8727,-609
8728,339
8729,1265
8730,1820
8731,1342
8732,319
8733,-802
8734,-983
8735,-467
8736,461
8737,1203
8738,896
8739,-10
8740,-959
8741,-1401
8742,-1328
8743,-773
8744,-479
8745,137
8746,832
8747,1241
8748,875
8749,70
8750,-366
8751,-534
8752,-495
8753,-145
8754,60
8755,-56
8756,-453
8757,-607
8758,-358
8759,-84
8760,-146
8761,-440
8762,-281
8763,-145
8764,329
8765,511
8766,1108
8767,1408
8768,1135
8769,637
8770,94
8771,-133
8772,-422
8773,-762
8774,-771
8775,-665
8776,-484
8777,-343
8778,-281
8779,111
8780,395
8781,303
8782,-202
8783,-617
8784,-918
8785,-627
8786,-100
8787,296
8788,414
8789,411
8790,52
8791,-57
8792,126
8793,175
8794,181
8795,378
8796,333
8797,199
8798,160
8799,-252
8800,-704
8801,-1208
8802,-1253
8803,-708
8804,-394
8805,-137
8806,392
8807,527
8808,593
8809,784
8810,800
8811,653
8812,512
8813,332
8814,-63
8815,-129
8816,-180
8817,-391
8818,-422
8819,-478
8820,-446
8821,-565
8822,-621
8823,-73
8824,21
8825,320
8826,430
8827,62
8828,-144
8829,-224
8830,512
8831,857
8832,617
8833,111
8834,-272
8835,-664
8836,-469
8837,-457
8838,-521
8839,-397
8840,-241
8841,297
8842,995
8843,830
8844,162
8845,-391
8846,-828
8847,-831
8848,-288
8849,600
8850,982
8851,847
8852,395
8853,-381
8854,-1000
8855,-870
8856,-385
8857,-9
8858,190
8859,408
8860,343
8861,107
8862,-159
8863,-366
8864,-395
8865,-165
8866,274
8867,240
8868,-187
8869,-743
8870,-875
8871,-643
8872,-314
8873,387
8874,795
8875,735
8876,414
8877,174
8878,53
8879,16
8880,127
8881,200
8882,-143
8883,-58
8884,227
8885,143
8886,-260
8887,-349
8888,-80
8889,159
8890,-57
8891,-297
8892,-509
8893,-782
8894,-493
8895,-278
8896,-75
8897,301
8898,410
8899,283
8900,182
8901,-71
8902,-249
8903,-254
8904,-85
8905,18
8906,380
8907,617
8908,641
8909,122
8910,-207
8911,-536
8912,-819
8913,-981
8914,-1015
8915,-692
8916,-90
8917,290
8918,759
8919,816
8920,482
8921,-237
8922,-623
8923,-232
8924,464
8925,946
8926,1224
8927,936
8928,248
8929,63
8930,-467
8931,-669
8932,-726
8933,-681
8934,-654
8935,-528
8936,-335
8937,-600
8938,-495
8939,-463
8940,-146
8941,215
8942,839
8943,579
8944,606
8945,556
8946,149
8947,-106
8948,-101
8949,-34
8950,-57
8951,40
8952,-71
8953,-455
8954,-470
8955,-341
8956,-52
8957,-19
8958,192
8959,14
8960,119
8961,116
8962,38
8963,-141
8964,-318
8965,-15
8966,196
8967,89
8968,20
8969,-118
8970,-439
8971,-664
8972,-884
8973,-554
8974,-178
8975,154
8976,472
8977,575
8978,431
8979,236
8980,186
8981,5
8982,-102
8983,50
8984,330
8985,375
8986,168
8987,78
8988,-345
8989,-584
8990,-273
8991,142
8992,285
8993,235
8994,-173
8995,-526
8996,-547
8997,-477
8998,-184
8999,167
9000,474
9001,620
9002,443
9003,455
9004,94
9005,-20
9006,148
9007,452
9008,379
9009,462
9010,29
9011,-465
9012,-720
9013,-662
9014,-696
9015,-609
9016,-395
9017,-427
9018,-475
9019,-487
9020,-357
9021,-41
9022,354
9023,614
9024,928
9025,856
9026,450
9027,-50
9028,-130
9029,41
9030,289
9031,899
9032,1120
9033,756
9034,397
9035,-28
9036,-538
9037,-1009
9038,-1176
9039,-1229
9040,-1242
9041,-965
9042,-530
9043,-183
9044,427
9045,815
9046,688
9047,586
9048,341
9049,17
9050,180
9051,317
9052,418
9053,627
9054,570
9055,96
9056,-546
9057,-695
9058,-762
9059,-563
9060,-209
9061,-123
9062,-181
9063,-320
9064,-397
9065,-337
9066,-232
9067,37
9068,551
9069,694
9070,735
9071,723
9072,739
9073,320
9074,36
9075,114
9076,283
9077,275
9078,-28
9079,-320
9080,-760
9081,-1053
9082,-1011
9083,-840
9084,-450
9085,85
9086,258
9087,37
9088,-208
9089,-162
9090,17
9091,-45
9092,441
9093,732
9094,587
9095,297
9096,41
9097,-108
9098,-397
9099,-590
9100,-432
9101,-109
9102,138
9103,361
9104,481
9105,196
9106,129
9107,167
9108,-14
9109,-425
9110,-512
9111,-430
9112,-70
9113,259
9114,522
9115,630
9116,389
9117,106
9118,117
9119,-2
9120,-134
9121,-325
9122,-468
9123,-301
9124,-136
9125,-14
9126,38
9127,160
9128,12
9129,-146
9130,-202
9131,-8
9132,199
9133,544
9134,695
9135,552
9136,304
9137,59
9138,-261
9139,-219
9140,-283
9141,-421
9142,-346
9143,-138
9144,-36
9145,-42
9146,-24
9147,214
9148,178
9149,119
9150,59
9151,45
9152,146
9153,125
9154,-111
9155,-79
9156,62
9157,375
9158,686
9159,705
9160,89
9161,-371
9162,-451
9163,-275
9164,-106
9165,-23
9166,-65
9167,-38
9168,-242
9169,-452
9170,-519
9171,-456
9172,-305
9173,-216
9174,234
9175,630
9176,708
9177,830
9178,880
9179,466
9180,-135
9181,-633
9182,-802
9183,-600
9184,-177
9185,393
9186,929
9187,922
9188,595
9189,240
9190,-297
9191,-544
9192,-513
9193,-51
9194,-81
9195,-96
9196,-191
9197,-443
9198,-745
9199,-1030
9200,-308
9201,282
9202,428
9203,271
9204,-32
9205,-305
9206,-336
9207,146
9208,762
9209,1501
9210,1883
9211,1799
9212,1423
9213,758
9214,-18
9215,-637
9216,-741
9217,-698
9218,-770
9219,-984
9220,-949
9221,-761
9222,-948
9223,-930
9224,-298
9225,43
9226,435
9227,952
9228,1631
9229,1584
9230,915
9231,484
9232,-354
9233,-712
9234,-660
9235,-140
9236,317
9237,568
9238,329
9239,-69
9240,-701
9241,-1243
9242,-1414
9243,-1112
9244,-687
9245,-224
9246,246
9247,124
9248,143
9249,614
9250,995
9251,1313
9252,1559
9253,1330
9254,836
9255,368
9256,-190
9257,-575
9258,-872
9259,-815
9260,-657
9261,-698
9262,-799
9263,-1023
9264,-946
9265,-510
9266,210
9267,1015
9268,1197
9269,1351
9270,1025
9271,528
9272,425
9273,540
9274,610
9275,562
9276,366
9277,72
9278,-445
9279,-919
9280,-1057
9281,-865
9282,-358
9283,103
9284,584
9285,688
9286,686
9287,46
9288,-601
9289,-771
9290,-421
9291,86
9292,555
9293,785
9294,599
9295,336
9296,-75
9297,-509
9298,-427
9299,-308
9300,162
9301,537
9302,613
9303,823
9304,588
9305,55
9306,-419
9307,-773
9308,-703
9309,-632
9310,-323
9311,163
9312,376
9313,606
9314,482
9315,152
9316,-297
9317,-565
9318,-775
9319,-616
9320,-462
9321,126
9322,536
9323,551
9324,666
9325,845
9326,435
9327,64
9328,-240
9329,-419
9330,-234
9331,-33
9332,302
9333,399
9334,458
9335,301
9336,-113
9337,-200
9338,-334
9339,135
9340,412
9341,304
9342,-142
9343,-618
9344,-817
9345,-803
9346,-466
9347,128
9348,624
9349,754
9350,611
9351,451
9352,82
9353,-190
9354,-152
9355,259
9356,856
9357,1035
9358,669
9359,-22
9360,-564
9361,-958
9362,-985
9363,-557
9364,60
9365,281
9366,343
9367,184
9368,-46
9369,-215
9370,-185
9371,102
9372,337
9373,581
9374,675
9375,493
9376,268
9377,87
9378,-61
9379,-87
9380,-65
9381,-210
9382,-620
9383,-752
9384,-572
9385,-349
9386,-23
9387,459
9388,615
9389,334
9390,-28
9391,-288
9392,-466
9393,-295
9394,147
9395,237
9396,64
9397,-26
9398,67
9399,-239
9400,-225
9401,-20
9402,334
9403,394
9404,286
9405,81
9406,-106
9407,-112
9408,-345
9409,-238
9410,255
9411,711
9412,1053
9413,831
9414,192
9415,-332
9416,-767
9417,-844
9418,-872
9419,-757
9420,-686
9421,-644
9422,-582
9423,-511
9424,102
9425,735
9426,1239
9427,1522
9428,1531
9429,1148
9430,591
9431,288
9432,117
9433,10
9434,-189
9435,-448
9436,-689
9437,-1126
9438,-1538
9439,-1492
9440,-1116
9441,-432
9442,207
9443,666
9444,1188
9445,1354
9446,1183
9447,804
9448,600
9449,614
9450,642
9451,556
9452,256
9453,-306
9454,-983
9455,-1344
9456,-1465
9457,-1235
9458,-830
9459,-380
9460,164
9461,572
9462,543
9463,397
9464,46
9465,251
9466,823
9467,1126
9468,981
9469,439
9470,-88
9471,-631
9472,-1089
9473,-1136
9474,-994
9475,-576
9476,-301
9477,-190
9478,-154
9479,-162
9480,18
9481,304
9482,719
9483,1031
9484,1258
9485,1076
9486,461
9487,-102
9488,-458
9489,-532
9490,-462
9491,-324
9492,-107
9493,-64
9494,-51
9495,-227
9496,-406
9497,-422
9498,-569
9499,-694
9500,-605
9501,-383
9502,-16
9503,455
9504,762
9505,970
9506,847
9507,601
9508,373
9509,-3
9510,-183
9511,-75
9512,29
9513,49
9514,268
9515,225
9516,-147
9517,-617
9518,-711
9519,-761
9520,-516
9521,-76
9522,342
9523,423
9524,55
9525,-377
9526,-450
9527,-250
9528,124
9529,490
9530,475
9531,398
9532,203
9533,-110
9534,-615
9535,-852
9536,-728
9537,-223
9538,2
9539,326
9540,435
9541,303
9542,276
9543,-1
9544,-41
9545,64
9546,103
9547,-64
9548,-159
9549,-272
9550,-167
9551,108
9552,369
9553,634
9554,400
9555,453
9556,253
9557,39
9558,-20
9559,-116
9560,-298
9561,-470
9562,-523
9563,-237
9564,-167
9565,-21
9566,-80
9567,-322
9568,-249
9569,-109
9570,272
9571,647
9572,1019
9573,975
9574,796
9575,577
9576,164
9577,-176
9578,-339
9579,-321
9580,-347
9581,-393
9582,-490
9583,-601
9584,-743
9585,-624
9586,-499
9587,-258
9588,106
9589,386
9590,631
9591,610
9592,722
9593,829
9594,759
9595,728
9596,530
9597,8
9598,-501
9599,-826
9600,-1063
9601,-999
9602,-566
9603,13
9604,362
9605,442
9606,151
9607,-508
9608,-1102
9609,-1086
9610,-391
9611,636
9612,1424
9613,1795
9614,1303
9615,416
9616,-347
9617,-766
9618,-856
9619,-508
9620,29
9621,424
9622,521
9623,220
9624,-196
9625,-506
9626,-552
9627,-415
9628,-185
9629,83
9630,223
9631,206
9632,-52
9633,-307
9634,-522
9635,-423
9636,-73
9637,498
9638,912
9639,863
9640,768
9641,474
9642,31
9643,-450
9644,-615
9645,-579
9646,-454
9647,-128
9648,156
9649,238
9650,410
9651,198
9652,-151
9653,-359
9654,-534
9655,-404
9656,-19
9657,375
9658,784
9659,837
9660,559
9661,113
9662,-287
9663,-684
9664,-782
9665,-563
9666,-51
9667,575
9668,1071
9669,942
9670,271
9671,-376
9672,-501
9673,-98
9674,479
9675,894
9676,861
9677,510
9678,0
9679,-391
9680,-742
9681,-931
9682,-1023
9683,-908
9684,-782
9685,-707
9686,-569
9687,-343
9688,130
9689,726
9690,1045
9691,957
9692,850
9693,652
9694,692
9695,464
9696,460
9697,464
9698,432
9699,240
9700,-417
9701,-922
9702,-1239
9703,-1241
9704,-938
9705,-743
9706,-454
9707,-126
9708,380
9709,603
9710,724
9711,922
9712,960
9713,914
9714,876
9715,679
9716,430
9717,19
9718,-286
9719,-549
9720,-512
9721,-439
9722,-461
9723,-528
9724,-357
9725,-168
9726,48
9727,91
9728,108
9729,223
9730,210
9731,305
9732,372
9733,365
9734,141
9735,-69
9736,-282
9737,-330
9738,-336
9739,83
9740,410
9741,551
9742,641
9743,451
9744,247
9745,-64
9746,-284
9747,-498
9748,-560
9749,-458
9750,-327
9751,-184
9752,-76
9753,-48
9754,16
9755,220
9756,296
9757,306
9758,266
9759,37
9760,-70
9761,-51
9762,-87
9763,64
9764,189
9765,424
9766,362
9767,21
9768,-345
9769,-605
9770,-727
9771,-423
9772,31
9773,587
9774,1026
9775,901
9776,526
9777,-127
9778,-750
9779,-1089
9780,-993
9781,-439
9782,231
9783,570
9784,677
9785,428
9786,-148
9787,-498
9788,-305
9789,139
9790,551
9791,909
9792,874
9793,680
9794,368
9795,-157
9796,-367
9797,-272
9798,-96
9799,-24
9800,48
9801,-118
9802,-351
9803,-520
9804,-467
9805,-162
9806,199
9807,549
9808,511
9809,174
9810,-249
9811,-433
9812,-238
9813,143
9814,521
9815,736
9816,540
9817,180
9818,-155
9819,-323
9820,-368
9821,-112
9822,70
9823,240
9824,181
9825,102
9826,103
9827,-15
9828,-174
9829,-219
9830,-380
9831,-547
9832,-599
9833,-568
9834,-456
9835,-49
9836,434
9837,867
9838,691
9839,283
9840,-99
9841,-479
9842,-467
9843,-220
9844,258
9845,633
9846,785
9847,621
9848,129
9849,-371
9850,-638
9851,-589
9852,-332
9853,-196
9854,250
9855,359
9856,163
9857,68
9858,14
9859,85
9860,283
9861,471
9862,341
9863,210
9864,66
9865,-53
9866,-51
9867,-91
9868,-41
9869,-63
9870,-185
9871,-314
9872,-374
9873,-239
9874,33
9875,355
9876,603
9877,725
9878,468
9879,226
9880,47
9881,39
9882,82
9883,37
9884,-4
9885,-235
9886,-392
9887,-472
9888,-471
9889,-300
9890,-174
9891,-275
9892,-280
9893,-206
9894,-88
9895,178
9896,334
9897,506
9898,621
9899,671
9900,535
9901,320
9902,93
9903,-75
9904,-103
9905,-30
9906,-79
9907,-180
9908,-283
9909,-420
9910,-498
9911,-451
9912,-298
9913,-189
9914,-5
9915,203
9916,498
9917,539
9918,429
9919,284
9920,118
9921,100
9922,89
9923,76
9924,153
9925,151
9926,-27
9927,-283
9928,-679
9929,-817
9930,-710
9931,-373
9932,66
9933,359
9934,446
9935,497
9936,513
9937,424
9938,268
9939,203
9940,202
9941,204
9942,221
9943,152
9944,101
9945,-10
9946,-237
9947,-418
9948,-261
9949,-104
9950,51
9951,22
9952,-104
9953,-216
9954,-405
9955,-290
9956,-29
9957,247
9958,548
9959,770
9960,714
9961,557
9962,405
9963,199
9964,48
9965,52
9966,-119
9967,-359
9968,-540
9969,-702
9970,-807
9971,-881
9972,-726
9973,-456
9974,-125
9975,167
9976,283
9977,253
9978,319
9979,456
9980,569
9981,755
9982,725
9983,618
9984,363
9985,-84
9986,-516
9987,-851
9988,-906
9989,-845
9990,-601
9991,-287
9992,-115
9993,-74
9994,30
9995,83
9996,120
9997,248
9998,376
9999,567
10000,643
10001,715
10002,649
10003,544
10004,400
10005,153
10006,29
10007,-15
10008,-11
10009,-210
10010,-435
10011,-602
10012,-768
10013,-639
10014,-373
10015,-215
10016,-36
10017,-34
10018,-131
10019,-178
10020,-86
10021,172
10022,452
10023,630
10024,642
10025,558
10026,456
10027,337
10028,176
10029,-22
10030,-114
10031,17
10032,43
10033,-149
10034,-514
10035,-817
10036,-895
10037,-755
10038,-514
10039,-224
10040,95
10041,255
10042,434
10043,595
10044,661
10045,679
10046,652
10047,459
10048,237
10049,-138
10050,-398
10051,-656
10052,-715
10053,-574
10054,-364
10055,-48
10056,59
10057,44
10058,-128
10059,-226
10060,-241
10061,-179
10062,-27
10063,164
10064,309
10065,464
10066,535
10067,465
10068,259
10069,-16
10070,-213
10071,-448
10072,-430
10073,-317
10074,-131
10075,-15
10076,54
10077,156
10078,98
10079,29
10080,-76
10081,-170
10082,-22
10083,117
10084,175
10085,154
10086,249
10087,177
10088,171
10089,53
10090,-10
10091,-118
10092,-274
10093,-239
10094,-41
10095,201
10096,352
10097,184
10098,-62
10099,-319
10100,-437
10101,-375
10102,-138
10103,229
10104,468
10105,463
10106,290
10107,-117
10108,-361
10109,-346
10110,-111
10111,175
10112,413
10113,504
10114,257
10115,3
10116,-217
10117,-246
10118,-175
10119,-31
10120,-68
10121,-305
10122,-545
10123,-653
10124,-702
10125,-596
10126,-223
10127,156
10128,370
10129,383
10130,363
10131,340
10132,301
10133,354
10134,501
10135,486
10136,389
10137,95
10138,-149
10139,-263
10140,-299
10141,-242
10142,-272
10143,-351
10144,-470
10145,-552
10146,-621
10147,-579
10148,-235
10149,159
10150,494
10151,675
10152,736
10153,640
10154,479
10155,293
10156,228
10157,252
10158,211
10159,259
10160,282
10161,125
10162,-124
10163,-343
10164,-554
10165,-762
10166,-787
10167,-642
10168,-387
10169,-36
10170,264
10171,292
10172,183
10173,116
10174,136
10175,215
10176,230
10177,187
10178,113
10179,-25
10180,-265
10181,-333
10182,-312
10183,-36
10184,185
10185,268
10186,133
10187,-66
10188,-141
10189,-291
10190,-177
10191,8
10192,241
10193,395
10194,379
10195,294
10196,181
10197,48
10198,-205
10199,-305
10200,-377
10201,-418
10202,-496
10203,-501
10204,-450
10205,-405
10206,-241
10207,5
10208,215
10209,307
10210,396
10211,473
10212,507
10213,405
10214,326
10215,127
10216,-66
10217,-251
10218,-322
10219,-363
10220,-451
10221,-513
10222,-549
10223,-527
10224,-409
10225,-118
10226,199
10227,402
10228,505
10229,559
10230,533
10231,472
10232,432
10233,341
10234,348
10235,344
10236,309
10237,-21
10238,-393
10239,-637
10240,-759
10241,-635
10242,-507
10243,-249
10244,-74
10245,63
10246,212
10247,317
10248,365
10249,337
10250,132
10251,1
10252,-31
10253,134
10254,333
10255,352
10256,234
10257,36
10258,-207
10259,-452
10260,-452
10261,-358
10262,-189
10263,-133
10264,-206
10265,-355
10266,-497
10267,-534
10268,-469
10269,-254
10270,111
10271,455
10272,656
10273,534
10274,284
10275,-19
10276,-139
10277,10
10278,208
10279,440
10280,407
10281,104
10282,-340
10283,-712
10284,-820
10285,-662
10286,-244
10287,201
10288,461
10289,392
10290,-26
10291,-405
10292,-464
10293,-277
10294,124
10295,498
10296,676
10297,691
10298,509
10299,284
10300,99
10301,77
10302,35
10303,-48
10304,-137
10305,-301
10306,-395
10307,-426
10308,-424
10309,-415
10310,-398
10311,-259
10312,-93
10313,-46
10314,115
10315,285
10316,430
10317,540
10318,576
10319,522
10320,449
10321,326
10322,119
10323,-164
10324,-301
10325,-401
10326,-535
10327,-559
10328,-524
10329,-443
10330,-464
10331,-438
10332,-350
10333,-317
10334,-192
10335,73
10336,445
10337,691
10338,774
10339,732
10340,635
10341,439
10342,172
10343,-74
10344,-339
10345,-448
10346,-395
10347,-255
10348,-254
10349,-324
10350,-438
10351,-568
10352,-662
10353,-569
10354,-290
10355,1
10356,342
10357,687
10358,830
10359,783
10360,591
10361,302
10362,-50
10363,-268
10364,-332
10365,-413
10366,-356
10367,-339
10368,-354
10369,-344
10370,-289
10371,-165
10372,-107
10373,-38
10374,147
10375,333
10376,487
10377,523
10378,526
10379,338
10380,89
10381,-114
10382,-249
10383,-252
10384,-74
10385,88
10386,163
10387,56
10388,-158
10389,-308
10390,-397
10391,-294
10392,-113
10393,15
10394,46
10395,-60
10396,-201
10397,-321
10398,-214
10399,-18
10400,204
10401,363
10402,283
10403,102
10404,-42
10405,-59
10406,51
10407,269
10408,410
10409,387
10410,58
10411,-387
10412,-720
10413,-844
10414,-785
10415,-552
10416,-315
10417,-189
10418,-127
10419,-43
10420,-22
10421,130
10422,376
10423,547
10424,644
10425,572
10426,498
10427,321
10428,76
10429,-199
10430,-446
10431,-597
10432,-704
10433,-677
10434,-484
10435,-247
10436,-55
10437,-11
10438,-25
10439,-67
10440,-68
10441,69
10442,256
10443,409
10444,543
10445,481
10446,279
10447,94
10448,-33
10449,-35
10450,-18
10451,1
10452,25
10453,-27
10454,-78
10455,-201
10456,-307
10457,-305
10458,-225
10459,-138
10460,-44
10461,4
10462,-4
10463,-93
10464,-86
10465,12
10466,77
10467,178
10468,202
10469,194
10470,179
10471,121
10472,80
10473,21
10474,-60
10475,-91
10476,-90
10477,-164
10478,-196
10479,-287
10480,-370
10481,-394
10482,-238
10483,-109
10484,27
10485,92
10486,71
10487,53
10488,-67
10489,-184
10490,-166
10491,-59
10492,180
10493,468
10494,488
10495,307
10496,39
10497,-237
10498,-435
10499,-506
10500,-425
10501,-285
10502,-244
10503,-295
10504,-331
10505,-278
10506,-195
10507,-93
10508,178
10509,369
10510,428
10511,443
10512,390
10513,271
10514,264
10515,222
10516,72
10517,-155
10518,-373
10519,-611
10520,-686
10521,-587
10522,-355
10523,-51
10524,135
10525,173
10526,110
10527,15
10528,-32
10529,98
10530,264
10531,477
10532,607
10533,583
10534,390
10535,68
10536,-236
10537,-515
10538,-666
10539,-642
10540,-425
10541,-196
10542,-68
10543,-59
10544,-169
10545,-271
10546,-295
10547,-133
10548,166
10549,529
10550,711
10551,618
10552,320
10553,-105
10554,-551
10555,-806
10556,-753
10557,-535
10558,-262
10559,48
10560,195
10561,290
10562,275
10563,145
10564,-10
10565,-204
10566,-231
10567,-102
10568,126
10569,296
10570,386
10571,298
10572,24
10573,-215
10574,-394
10575,-436
10576,-328
10577,-156
10578,-23
10579,36
10580,-22
10581,-167
10582,-272
10583,-259
10584,-150
10585,54
10586,200
10587,300
10588,297
10589,252
10590,169
10591,86
10592,62
10593,92
10594,113
10595,48
10596,-21
10597,-45
10598,-149
10599,-286
10600,-333
10601,-221
10602,-53
10603,135
10604,304
10605,330
10606,266
10607,-7
10608,-261
10609,-343
10610,-251
10611,-74
10612,44
10613,-12
10614,-157
10615,-292
10616,-271
10617,-85
10618,211
10619,434
10620,399
10621,143
10622,-134
10623,-237
10624,-97
10625,166
10626,337
10627,324
10628,4
10629,-381
10630,-669
10631,-660
10632,-406
10633,24
10634,350
10635,560
10636,646
10637,457
10638,139
10639,-158
10640,-379
10641,-435
10642,-393
10643,-253
10644,-72
10645,50
10646,24
10647,-120
10648,-320
10649,-481
10650,-569
10651,-499
10652,-258
10653,100
10654,484
10655,804
10656,980
10657,878
10658,523
10659,105
10660,-239
10661,-486
10662,-496
10663,-311
10664,-145
10665,-115
10666,-249
10667,-472
10668,-601
10669,-617
10670,-352
10671,124
10672,620
10673,905
10674,887
10675,629
10676,190
10677,-142
10678,-246
10679,-213
10680,-169
10681,-159
10682,-147
10683,-137
10684,-161
10685,-158
10686,-123
10687,-119
10688,-115
10689,-123
10690,-118
10691,-52
10692,83
10693,195
10694,232
10695,130
10696,50
10697,47
10698,77
10699,163
10700,246
10701,302
10702,189
10703,-5
10704,-251
10705,-469
10706,-525
10707,-475
10708,-404
10709,-308
10710,-136
10711,24
10712,142
10713,231
10714,213
10715,102
10716,64
10717,27
10718,22
10719,72
10720,89
10721,52
10722,-76
10723,-206
10724,-252
10725,-268
10726,-105
10727,145
10728,331
10729,344
10730,191
10731,-105
10732,-418
10733,-573
10734,-449
10735,-88
10736,300
10737,548
10738,535
10739,307
10740,-74
10741,-360
10742,-402
10743,-184
10744,181
10745,476
10746,549
10747,444
10748,226
10749,-30
10750,-183
10751,-268
10752,-127
10753,-12
10754,38
10755,20
10756,-175
10757,-351
10758,-429
10759,-335
10760,-167
10761,-17
10762,16
10763,-43
10764,-194
10765,-260
10766,-225
10767,-97
10768,80
10769,239
10770,372
10771,353
10772,233
10773,160
10774,204
10775,250
10776,331
10777,342
10778,221
10779,-104
10780,-443
10781,-708
10782,-834
10783,-771
10784,-539
10785,-254
10786,-115
10787,-39
10788,45
10789,40
10790,95
10791,208
10792,310
10793,431
10794,492
10795,488
10796,375
10797,229
10798,98
10799,-38
10800,-134
10801,-240
10802,-242
10803,-196
10804,-127
10805,-125
10806,-182
